Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Label
325885.8,7.1,79.8,1.0236143778488271,1.0236143778488271,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,3800.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,496.4,70.4,138.6,89.72837301587302,24.56444178320467,113.7,0.0810104131698608,5.5,13.366575271394026,34.739366721932385,1010.1598822593852,0.9,38.5,Benign
7672.51,6.0,64.0,14.55899696826448,14.55899696826448,0.0,0.0,0.09,0.0,0.67,0.92,0.0,0.0,0.7,0.55,1.71,18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7633.07,415.5,1116.86,718.8252076853745,255.94687330423832,713.74,84666965.91530281,9.5,34.85526885121309,362.02338084313845,118230.57246195793,0.75,141.55,MQTT-DDoS-Publish
1398090.6,7.1,149.8,27.4757444789202,27.4757444789202,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,1.8,0.0,1988.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3802.4,102.9,1313.2,649.1969047619048,533.7452767566426,694.1,0.0188282012939453,5.5,35.61899228277686,754.8298092418252,317255.7977613379,0.9,38.5,Benign
386.99,6.0,64.0,58.00513085965613,58.00513085965613,0.0,0.05,0.21,0.19,0.25,0.82,0.0,0.0,0.19,1.97,0.4,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,734.23,63.36,79.53,69.83909296143312,5.199318376980333,70.14,84662359.77401824,9.5,11.817499027955858,7.3404326479318,32.290774781204966,0.93,141.55,MQTT-DoS-Connect
88.8,6.0,130.3,24.92687330730508,24.92687330730508,0.0,0.0,0.6,0.4,0.0,0.4,0.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,895.0,56.4,58.0,57.788868249054005,0.5256824293808287,56.4,169410374.1667794,13.5,10.752248014858749,0.7234258715968086,0.6720907707798538,0.4,244.6,Recon-OS-Scan
23459.0,6.0,64.0,0.7028100871209951,0.7028100871209951,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1372.8,80.0,116.0,88.46767061198175,9.9320321814774,93.6,169467870.0315047,13.5,13.301891773331452,14.079992600372648,99.32467560346234,1.0,244.6,Benign
714.0,6.0,64.0,64.6080012332889,64.6080012332889,0.0,0.05,0.34,0.13,0.25,0.79,0.0,0.0,0.95,2.93,1.36,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740.25,63.88,77.59,70.28175004450314,4.381199875731658,70.75,84662359.01241964,9.5,11.853053372128434,6.170624790060169,22.429671389521943,0.92,141.55,MQTT-DoS-Connect
137572.4,3.6,38.4,2.0344720067685107,2.0344720067685107,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,1829.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.6,0.6,383.6,58.2,84.8,72.89103174603174,11.187011592314132,62.0,0.0071197986602783,5.5,12.0618899470892,15.82082351627568,152.25199993701185,0.9,38.5,Benign
378.38,6.0,64.0,9.274710043090638,9.274710043090638,0.0,0.17,0.11,0.0,0.28,1.0,0.0,0.0,0.81,1.62,0.3,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,722.18,66.16,73.9,68.53573028008283,2.867080768613615,68.87,84667039.44147725,9.5,11.707108102753468,4.051189194430517,11.49492333359662,0.81,141.55,MQTT-DDoS-Connect
404.33,6.0,64.0,17.214423772949218,17.214423772949218,0.0,0.24,0.16,0.13,0.26,0.76,0.0,0.0,1.1,1.68,0.21,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,733.27,64.2,79.95,70.61995478863241,5.9884092944476,69.5,84667017.4066875,9.5,11.876285332532245,8.444250950570389,46.48178109786473,0.94,141.55,MQTT-DDoS-Connect
110126.4,3.6,38.4,1.775021135661775,1.775021135661775,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,1366.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.6,0.6,1029.8,42.0,217.0,66.13949099747862,42.557238035192775,71.9,169466523.70462248,13.5,11.50137551376418,60.3242776168365,1829.7954949243351,1.0,244.6,Benign
14119.2,6.0,63.5,2.0917531412789123,2.0917531412789123,0.0,0.0,0.5,0.1,0.1,0.8,0.0,0.0,0.0,2.0,0.7,125.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,397.8,65.8,88.0,74.11547619047619,7.859885036792181,71.0,0.0501996040344238,5.5,12.168738864352385,11.115556017724856,70.13641439909296,0.9,38.5,Recon-OS-Scan
21518.1,6.0,64.0,0.2149018882304666,0.2149018882304666,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,288.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,372.6,66.6,68.0,67.78087301587303,0.500121279732899,67.8,6.070137023925781e-05,5.5,11.643089949790582,0.7072782966296544,0.3627913202317964,0.7,38.5,Benign
134812.6,7.1,64.0,1.852315762137856,1.852315762137856,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,1709.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2208.7,66.0,930.0,144.9015866675464,212.19605666805728,92.7,169466474.78128862,13.5,17.012054436902957,300.77017090321266,45537.39077176194,1.0,244.6,Benign
132.14,6.0,64.0,5752.799493764573,5752.799493764573,0.0,0.15,0.07,0.16,0.24,0.83,0.0,0.0,0.18,0.1,0.29,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,700.93,61.32,75.2,66.03842105056965,4.8840332844702745,67.87,84667021.00016196,9.5,11.483805291417283,6.913603328339541,35.972678822134256,0.78,141.55,MQTT-DDoS-Connect
59511.6,9.3,63.9,2.4238782969222328,2.4238782969222328,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,555.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,338.4,46.0,73.1,57.42003968253969,11.337430398314192,67.4,0.1004889965057373,5.5,10.68793498042864,16.03354783175693,183.8862195609725,0.7,38.5,Benign
11663.3,6.0,64.0,2.048287193087993,2.048287193087993,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2167.8,60.0,931.0,142.05905133566122,213.0612596249674,80.4,169410367.2903737,13.5,16.846454500280696,301.9953054408699,45919.78853643081,1.0,244.6,Recon-OS-Scan
358.27,6.0,64.0,15.89728389283111,15.89728389283111,0.0,0.04,0.06,0.69,0.09,0.25,0.0,0.0,1.0,0.88,1.11,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,627.15,54.12,75.48,59.32720007812966,7.348139659445824,59.71,84667025.06810656,9.5,10.886021614237222,10.383208248871629,67.0037197485426,0.86,141.55,MQTT-DDoS-Connect
100.8,5.5,46.1,6.943631867558278,6.943631867558278,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1211.0,58.0,370.0,78.86566777907336,77.53126898323927,89.2,169410399.7006916,13.5,12.56179961623154,109.88191783840924,6081.443612943879,1.0,244.6,Recon-OS-Scan
54.0,6.0,64.0,67.06292815651398,67.06292815651398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,837.0,54.0,54.0,54.0,0.0,54.0,169410248.9922816,13.5,10.392304845413264,0.0,0.0,0.0,244.6,Recon-Port-Scan
645.7,6.0,64.0,10.618837673067002,10.618837673067002,0.0,0.2,0.14,0.39,0.17,0.47,0.0,0.0,1.87,2.29,1.03,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,685.01,55.4,80.71,65.05203033138173,8.76929589595333,65.29,84667041.36599025,9.5,11.397092899424228,12.404783360889589,84.86302032636014,0.94,141.55,MQTT-DDoS-Connect
271797.9,6.0,64.0,2.034271839139136,2.034271839139136,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3445.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1523.0,66.0,246.0,99.0473725599306,53.48403405642981,76.4,169468854.03861982,13.5,14.080833451941157,75.7656157174661,2884.9706509402413,1.0,244.6,Benign
3334.49,6.0,64.0,31147.053019369167,31147.053019369167,0.0,0.02,0.12,0.14,0.44,0.8,0.0,0.0,0.02,0.14,0.41,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6848.59,292.64,975.17,641.1001162950826,269.7941702316892,663.78,84666977.23524058,9.5,32.07415454589354,380.56558149121264,116953.25710229676,0.95,141.55,MQTT-DDoS-Publish
549.25,6.0,64.0,7.892123989348908,7.892123989348908,0.0,0.15,0.34,0.28,0.16,0.45,0.0,0.0,1.35,2.41,0.85,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,717.35,60.84,78.36,68.76516384930859,6.316165797382994,67.75,84667020.10781048,9.5,11.714953780465647,8.94098531778548,49.41850477968028,0.9,141.55,MQTT-DDoS-Connect
365406.0,6.0,64.0,2.0337392771111245,2.0337392771111245,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4549.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,444.0,67.7,100.2,80.05611111111111,13.046056298110116,80.5,0.0039469003677368,5.5,12.651116825358674,18.449909752270266,204.80415035273367,0.9,38.5,Benign
194445.6,7.1,64.0,147.96559629984648,147.96559629984648,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,939.0,54.0,156.0,59.88501461988304,23.7507450782514,71.0,169410154.5992743,13.5,10.938775862083435,33.71729495623711,948.9934081747372,0.6,244.6,Recon-Port-Scan
351.24,6.0,64.0,9.46405391561778,9.46405391561778,0.0,0.11,0.15,0.12,0.16,0.87,0.0,0.0,0.6,1.64,0.29,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,708.37,59.44,75.69,67.07993526081762,5.321858549278444,67.41,84667040.43773939,9.5,11.578252990871492,7.5320329039861456,34.883390145176115,0.91,141.55,MQTT-DDoS-Connect
166.82,6.0,64.0,952.3162938401412,952.3162938401412,0.0,0.2,0.33,0.07,0.16,0.68,0.0,0.0,0.43,0.4,0.1,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,728.93,63.96,75.46,69.1657101336486,3.925817433936467,69.68,84667028.11918674,9.5,11.7565581590936,5.552559519590663,18.62434419427665,0.9,141.55,MQTT-DDoS-Connect
527.92,6.0,64.0,10.409595768610766,10.409595768610766,0.0,0.19,0.17,0.38,0.13,0.54,0.0,0.0,1.53,1.9,0.84,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,677.22,57.56,77.03,65.12528330991334,7.502885250199301,64.22,84667024.13876069,9.5,11.407726169202135,10.597130851409538,69.74554486586419,0.94,141.55,MQTT-DDoS-Connect
3386073.0,6.0,55.0,940.4342547562908,940.4342547562908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2239.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23467.0,1514.0,1514.0,1514.0,0.0,1514.0,169466381.147923,13.5,55.02726596879042,0.0,0.0,0.0,244.6,Benign
445.83,6.0,64.0,34.87478354137409,34.87478354137409,0.0,0.15,0.18,0.12,0.2,0.86,0.0,0.0,1.23,1.74,0.61,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,708.18,63.32,75.81,67.51051984496412,4.542710743514109,67.57,84667027.33623673,9.5,11.6146343364351,6.400293934665652,26.344201849782056,0.93,141.55,MQTT-DDoS-Connect
300481.5,6.0,64.0,2.034355329616518,2.034355329616518,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,408.8,66.0,83.1,73.54932539682541,8.205625039664692,75.2,0.099879503250122,5.5,12.12630116048324,11.604506218842072,74.84109068720082,0.9,38.5,Benign
418.41,6.0,64.0,12.181944445717608,12.181944445717608,0.0,0.34,0.27,0.01,0.27,0.83,0.0,0.0,1.05,1.82,0.13,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,756.74,66.1,79.22,72.27138522378033,5.3940485647156144,71.95,84667027.0992703,9.5,12.020001041083804,7.624255396870702,34.35207366710983,0.93,141.55,MQTT-DDoS-Connect
54.0,6.0,64.0,67.61625729328372,67.61625729328372,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,297.0,54.0,54.0,54.0,0.0,54.0,1.6498565673828126e-05,5.5,10.392304845413264,0.0,0.0,0.0,38.5,Recon-Port-Scan
54.0,6.0,64.0,70.42892320666473,70.42892320666473,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,837.0,54.0,54.0,54.0,0.0,54.0,169410258.54343012,13.5,10.392304845413264,0.0,0.0,0.0,244.6,Recon-Port-Scan
88266.2,6.0,64.0,1.0220320236053348,1.0220320236053348,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1100.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,426.3,66.0,100.2,75.85305555555556,12.647596893707275,80.5,8.418560028076172e-05,5.5,12.31156290999838,17.88640305850866,192.72335901675484,0.9,38.5,Benign
6310897.0,6.0,55.0,1842.4663562891485,1842.4663562891485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4208.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23467.0,1514.0,1514.0,1514.0,0.0,1514.0,169466380.7097533,13.5,55.02726596879042,0.0,0.0,0.0,244.6,Benign
331.33,6.0,64.0,14.791559675948966,14.791559675948966,0.0,0.16,0.29,0.0,0.21,0.97,0.0,0.0,0.69,1.58,0.34,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,724.35,66.08,72.59,68.6124686716792,2.6393192836469264,69.29,84667040.62135316,9.5,11.712736340110588,3.7265955269779054,8.891104119823474,0.81,141.55,MQTT-DDoS-Connect
277.88,6.0,64.0,12.673949273026633,12.673949273026633,0.0,0.11,0.13,0.37,0.23,0.59,0.0,0.0,0.76,0.66,0.67,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,702.14,58.51,79.32,68.2915962728362,8.011694053475429,65.4,84667024.74285936,9.5,11.678318467785765,11.295901252536298,78.39689200735404,0.93,141.55,MQTT-DDoS-Connect
25196.4,6.0,64.0,1.7832766913858695,1.7832766913858695,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,310.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1363.0,66.0,217.0,88.12321350347278,37.49128275402367,80.8,169467845.1309494,13.5,13.283533137993905,53.09873830724807,1416.0086700348256,1.0,244.6,Benign
65.6,6.0,62.2,7.272517511635572,7.272517511635572,0.0,0.0,0.2,0.8,0.0,0.8,0.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,846.2,54.0,58.0,54.59606975411928,1.4163424664849678,54.8,169410250.73145396,13.5,10.447889107615598,1.983009375533206,1.9739294523511937,1.0,244.6,Recon-Port-Scan
126037.5,1.8,19.2,2.0342628075335134,2.0342628075335134,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,1672.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.3,0.3,1108.7,49.2,110.0,72.24635875991912,16.594126054583228,56.5,169463454.4148583,13.5,12.019335202380182,23.520817591692623,280.9694467434983,1.0,244.6,Benign
318.2,6.0,64.0,12.813709935189152,12.813709935189152,0.0,0.22,0.14,0.06,0.28,0.9,0.0,0.0,0.66,1.47,0.14,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,732.13,61.99,77.4,69.829237484222,4.5647294127362406,69.31,84667029.69883312,9.5,11.81158188413334,6.44298301170532,27.40861037522205,0.89,141.55,MQTT-DDoS-Connect
336.12,6.0,64.0,12.748982724721063,12.748982724721063,0.0,0.13,0.09,0.62,0.13,0.3,0.0,0.0,1.08,0.44,1.46,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,644.24,55.0,74.13,61.21407315349769,6.679971603108751,61.3,84667039.86427805,9.5,11.050088291783611,9.407818450738011,58.50963372348048,0.82,141.55,MQTT-DDoS-Connect
565.07,6.0,64.0,8.580348628272679,8.580348628272679,0.0,0.36,0.27,0.0,0.33,0.73,0.0,0.0,1.45,2.72,0.26,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,763.83,66.41,81.33,72.55478327876973,6.111346207090037,72.78,84667021.83640558,9.5,12.044065678354029,8.652274080952457,42.30692701811552,0.92,141.55,MQTT-DDoS-Connect
408.46,6.0,64.0,9.086745891693942,9.086745891693942,0.0,0.29,0.19,0.07,0.22,0.9,0.0,0.0,0.96,1.87,0.31,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.61,61.6,76.62,69.49953893139883,5.2451751498054735,68.94,84667023.91361757,9.5,11.788694162096863,7.426346751670281,38.03484562142974,0.93,141.55,MQTT-DDoS-Connect
88.8,6.0,51.8,6.791233642056876,6.791233642056876,0.0,0.0,0.6,0.4,0.0,0.4,0.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,315.0,56.4,58.0,57.549523809523805,0.6976969109407076,56.4,0.000250506401062,5.5,10.728274580026632,0.9866924338781622,1.2354739229024942,0.4,38.5,Recon-Port-Scan
